run_id	old_recorded	new_exit
16933e49	0	0
1df030f7	0	0
26d8e243	0	0
29af5d60	0	0
382899ea	0	0
4c0e9a4f	0	0
6e5cac9b	0	0
7451bd67	0	0
7792f10e	0	0
7e97452d	0	0
82a71bc0	0	0
aa143b15	0	0
b33a8233	0	0
b90c76d7	0	0
c1d3bebf	0	0
c85438f4	0	0
c897f0cb	0	0
cbfd8d07	0	0
d71fbe39	0	0
eabece09	0	0
eb2fe52a	0	0
ebf9e05e	0	0
